ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),delivery_category
0xa4f5,COIMBRES03DEL03,34.0,5.0,11.03,77.02,11.06,77.05,05-03-2022,17:25,17:30,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Urban,19,Food
0xa4eb,BANGRES01DEL02,22.0,4.8,12.93,77.62,12.95,77.64,26-03-2022,09:40,09:45,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,18,Food
0xd4da,KNPRES12DEL01,27.0,5.0,26.49,80.33,26.56,80.4,16-02-2022,20:55,21:05,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,Food
0xb59b,MUMRES010DEL01,28.0,4.5,19.0,72.83,19.07,72.9,12-03-2022,17:10,17:20,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,25,Food
0x4f73,COIMBRES20DEL03,32.0,5.0,10.99,76.96,11.02,76.99,01-03-2022,18:25,18:40,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,Grocery
0x6a7,RANCHIRES08DEL01,,,23.35,85.33,23.46,85.44,04-04-2022,,19:45,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,Grocery
0xadae,HYDRES16DEL01,27.0,4.6,17.44,78.39,17.51,78.46,16-03-2022,17:55,0.75,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,20,Food
0xb785,MUMRES01DEL02,35.0,3.9,19.13,72.83,19.21,72.91,29-03-2022,19:55,20:10,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,Food
0x8366,MYSRES08DEL03,22.0,4.6,12.3,76.67,12.33,76.7,05-03-2022,0.958333333,23:05,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,Food
0xbff2,AURGRES16DEL03,35.0,4.7,0.0,0.0,0.03,0.03,17-02-2022,21:15,21:25,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,Food
0x8f58,VADRES11DEL01,30.0,4.6,22.31,73.17,22.32,73.18,13-03-2022,10:40,10:55,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Urban,24,Food
0x247c,MYSRES09DEL02,39.0,4.8,12.32,76.63,12.34,76.65,13-03-2022,11:20,11:25,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,26,Food
0x43b9,HYDRES18DEL03,33.0,4.8,17.45,78.38,17.51,78.44,03-04-2022,0.75,18:10,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,28,Food
0x9e8a,PUNERES05DEL02,20.0,4.7,18.54,73.91,18.62,73.99,23-03-2022,17:10,17:15,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,16,Food
0x47af,VADRES04DEL03,20.0,4.7,0.0,0.0,0.03,0.03,01-03-2022,18:25,18:35,Fog,Jam,2,Buffet,motorcycle,0.0,No,Urban,17,Food
0x1b40,MYSRES02DEL03,34.0,4.2,12.3,76.64,12.36,76.7,13-03-2022,23:10,23:15,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,24,Food
0xb4fb,MYSRES03DEL01,22.0,4.7,12.3,76.64,12.37,76.71,29-03-2022,17:15,17:30,Windy,Jam,0,Meal,motorcycle,,No,Metropolitian,24,Food
0xb50,JAPRES16DEL02,37.0,4.3,26.85,75.8,26.87,75.82,15-03-2022,11:55,12:05,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,Food
0x3376,MUMRES010DEL01,20.0,4.8,19.0,72.83,19.01,72.84,09-03-2022,09:30,09:45,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,16,Food
0xbecb,SURRES15DEL02,33.0,4.9,21.16,72.77,21.21,72.82,05-04-2022,22:40,22:50,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,Grocery
0x4357,INDORES06DEL02,21.0,5.0,22.73,75.88,22.86,76.01,02-04-2022,17:10,17:15,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,Grocery
0x1486,VADRES06DEL01,33.0,4.6,22.31,73.17,22.38,73.24,10-03-2022,17:10,17:25,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,Food
0x5b70,BANGRES04DEL02,24.0,4.6,12.98,77.64,13.06,77.72,23-03-2022,18:30,18:40,Windy,Jam,2,Snack,electric_scooter,0.0,No,Urban,24,Food
0x490e,RANCHIRES12DEL02,36.0,4.7,0.0,0.0,0.02,0.02,13-03-2022,11:50,0.5,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,32,Food
0x3e21,MUMRES19DEL03,30.0,4.6,19.13,72.81,19.16,72.84,07-03-2022,0.791666667,19:10,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,Food
0x26d4,HYDRES05DEL03,32.0,4.9,17.43,78.39,17.52,78.48,18-03-2022,23:55,24:10:00,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,Food
0xb20f,HYDRES010DEL02,28.0,4.6,17.43,78.4,17.56,78.53,31-03-2022,19:45,19:50,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,Food
0x7ada,JAPRES07DEL02,21.0,4.7,26.77,75.84,26.9,75.97,04-04-2022,20:30,20:40,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,Food
0xc4b3,AURGRES12DEL02,39.0,4.9,19.88,75.32,19.9,75.34,17-02-2022,11:10,11:15,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,Grocery
0x2a01,CHENRES15DEL02,32.0,4.7,13.03,80.28,13.05,80.3,26-03-2022,0.375,09:10,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,Food
0x6357,MUMRES07DEL03,20.0,4.5,19.09,72.83,19.15,72.89,28-03-2022,19:30,19:35,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,Food
0x73c,VADRES12DEL03,,,0.0,0.0,0.03,0.03,05-03-2022,,22:40,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,Food
0x9c2a,JAPRES16DEL01,36.0,5.0,26.85,75.8,26.86,75.81,15-03-2022,08:20,08:25,Fog,Jam,2,Meal,scooter,1.0,No,Urban,15,Food
0x31bd,BANGRES09DEL02,28.0,4.8,12.93,77.62,12.95,77.64,17-03-2022,0.458333333,11:05,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,18,Food
0x970a,PUNERES12DEL02,32.0,4.5,18.52,73.83,18.57,73.88,09-03-2022,20:30,20:35,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,Food
0x2675,CHENRES19DEL01,39.0,4.4,12.99,80.22,13.1,80.33,02-04-2022,19:45,0.833333333,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,Grocery
0xa200,SURRES07DEL01,30.0,4.7,21.17,72.79,21.28,72.9,29-03-2022,22:25,22:30,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,Food
0x9bf9,PUNERES19DEL01,32.0,4.4,18.56,73.92,18.6,73.96,05-03-2022,0.666666667,16:05,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,Food
0x555d,INDORES15DEL03,23.0,4.6,22.76,75.89,22.85,75.98,29-03-2022,21:30,21:35,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,Food
0x5bd9,MUMRES01DEL01,21.0,4.8,19.13,72.83,19.17,72.87,05-03-2022,15:25,15:35,Windy,Jam,2,Buffet,scooter,1.0,No,,27,Food
0xb2e9,INDORES17DEL03,31.0,4.2,22.76,75.89,22.82,75.95,05-03-2022,17:25,17:35,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,Food
0x8633,MUMRES13DEL02,37.0,4.6,19.18,72.83,19.2,72.85,13-03-2022,11:45,0.5,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,28,Food
0x4c34,SURRES18DEL02,20.0,4.5,21.15,72.78,21.2,72.83,03-03-2022,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,Grocery
0xa998,JAPRES14DEL01,28.0,4.5,26.89,75.8,26.9,75.81,03-03-2022,10:25,10:35,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,Food
0x5efd,MYSRES08DEL01,22.0,4.9,12.3,76.67,12.31,76.68,24-03-2022,08:25,08:30,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,11,Food
0x8d83,HYDRES19DEL03,20.0,4.7,17.46,78.5,17.52,78.56,15-03-2022,17:15,17:20,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,13,Food
0x8a06,RANCHIRES010DEL02,34.0,4.8,23.35,85.33,23.48,85.46,12-03-2022,22:45,22:50,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,Food
0x5a2d,CHENRES09DEL01,38.0,4.8,13.04,80.26,13.08,80.3,13-03-2022,12:35,12:40,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,Food
0x4c1,BANGRES13DEL02,,,12.94,77.61,13.07,77.74,02-03-2022,,24:05:00,,,3,Drinks,scooter,1.0,No,Metropolitian,26,Food
0x83ea,RANCHIRES01DEL01,32.0,4.5,23.42,85.32,23.46,85.36,05-04-2022,12:20,12:25,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,Food
0x2185,PUNERES12DEL01,34.0,4.9,18.52,73.83,18.63,73.94,02-03-2022,22:55,23:05,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,Food
0x12e7,INDORES07DEL03,33.0,3.9,22.72,75.89,22.81,75.98,08-03-2022,17:25,17:30,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,Food
0x5956,INDORES19DEL02,34.0,4.5,22.75,75.89,22.77,75.91,21-03-2022,10:35,10:45,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,Food
0x7814,VADRES04DEL03,32.0,4.6,0.0,0.0,0.03,0.03,24-03-2022,21:45,0.916666667,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,Food
0xcee,BANGRES20DEL01,,,12.97,77.6,13.04,77.67,20-03-2022,,23:05,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,42,Food
0x5a07,MYSRES02DEL02,34.0,4.7,12.3,76.64,12.35,76.69,11-03-2022,19:50,20:05,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,Food
0x340f,SURRES05DEL01,26.0,4.6,21.18,72.8,21.25,72.87,10-03-2022,19:30,19:35,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,Food
0x8094,BANGRES13DEL02,31.0,4.0,12.94,77.61,13.02,77.69,12-03-2022,23:45,23:55,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,Grocery
0x3241,SURRES010DEL01,39.0,4.8,21.17,72.79,21.21,72.83,19-03-2022,14:50,15:05,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,Food
0xde16,ALHRES09DEL01,27.0,4.8,0.0,0.0,0.01,0.01,15-02-2022,08:10,08:20,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,15,Food
0xa176,HYDRES18DEL02,32.0,5.0,17.45,78.38,17.5,78.43,09-03-2022,21:55,22:10,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,Food
0xc8c7,KOLRES03DEL02,32.0,4.5,22.53,88.36,22.58,88.41,13-02-2022,17:10,17:15,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,Food
0xaa97,RANCHIRES16DEL01,39.0,4.1,23.37,85.33,23.44,85.4,27-03-2022,18:40,18:50,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,Food
0xa64c,PUNERES12DEL01,36.0,4.8,18.52,73.83,18.53,73.84,21-03-2022,10:15,10:20,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,25,Food
0x7df5,BANGRES16DEL03,37.0,4.1,13.03,77.57,13.06,77.6,15-03-2022,17:45,0.75,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,Food
0x869e,RANCHIRES01DEL03,37.0,4.8,23.42,85.32,23.48,85.38,26-03-2022,0.875,21:05,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,Food
0x7725,PUNERES12DEL01,38.0,3.7,18.52,73.83,18.63,73.94,25-03-2022,20:30,20:40,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,Food
0xb6d2,RANCHIRES01DEL02,28.0,4.7,23.42,85.32,23.44,85.34,01-03-2022,11:40,11:55,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,Grocery
0x6edb,PUNERES06DEL01,34.0,3.8,18.55,73.9,18.66,74.01,10-03-2022,18:40,18:55,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,Food
0xaab4,CHENRES15DEL01,32.0,4.9,13.03,80.28,13.14,80.39,27-03-2022,23:15,23:25,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,Food
0xaabd,JAPRES010DEL03,22.0,4.7,26.92,75.79,26.98,75.85,11-03-2022,23:35,23:40,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,17,Food
0xc873,KOLRES15DEL03,31.0,4.0,22.55,88.35,22.64,88.44,14-02-2022,17:45,17:55,Windy,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,Food
0x1494,MYSRES15DEL02,27.0,4.0,12.35,76.61,12.43,76.69,29-03-2022,0.791666667,19:15,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,Food
0x1875,COIMBRES19DEL01,29.0,4.9,11.02,77.0,11.13,77.11,20-03-2022,19:35,19:45,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,Food
0x2af5,COIMBRES09DEL03,38.0,4.8,11.01,76.98,11.07,77.04,28-03-2022,21:40,21:55,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,Food
0x97b6,SURRES19DEL02,35.0,4.8,21.15,72.77,21.2,72.82,01-04-2022,20:50,21:05,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,Food
0xa56e,BANGRES20DEL03,31.0,4.9,12.97,77.6,13.0,77.63,03-04-2022,20:30,20:35,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,Food
0xaa3f,CHENRES16DEL03,30.0,4.3,13.05,80.24,13.14,80.33,06-03-2022,18:35,18:40,Windy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37,Food
0x6226,RANCHIRES12DEL03,24.0,4.9,0.0,0.0,0.06,0.06,03-04-2022,0.75,18:05,Fog,Jam,1,Snack,motorcycle,0.0,No,Urban,10,Food
0x996b,HYDRES11DEL03,33.0,4.8,17.43,78.42,17.52,78.51,10-03-2022,23:15,23:30,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,23,Grocery
0xc595,DEHRES19DEL01,29.0,4.6,30.37,78.08,30.44,78.15,18-02-2022,23:40,23:55,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,22,Food
0x6bfb,MUMRES15DEL01,38.0,4.6,19.18,72.84,19.22,72.88,17-03-2022,12:45,12:55,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,Food
0x7e1f,RANCHIRES18DEL03,26.0,4.9,23.35,85.32,23.41,85.38,13-03-2022,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,Food
0xb20d,VADRES07DEL01,39.0,4.8,0.0,0.0,0.04,0.04,17-03-2022,15:55,16:10,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,Food
0xa11b,VADRES04DEL01,24.0,4.5,0.0,0.0,0.11,0.11,16-03-2022,23:10,23:15,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,21,Food
0x1db4,PUNERES17DEL03,34.0,4.2,18.53,73.83,18.59,73.89,21-03-2022,22:50,0.958333333,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,Food
0x2258,JAPRES07DEL03,26.0,4.7,26.77,75.84,26.83,75.9,09-03-2022,22:45,22:55,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,Food
0x1fd6,INDORES07DEL01,35.0,4.7,22.72,75.89,22.76,75.93,03-03-2022,15:10,15:15,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,17,Food
0x6de1,BANGRES04DEL03,36.0,4.2,12.98,77.64,13.01,77.67,01-04-2022,18:30,18:35,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,Grocery
0x8b39,VADRES01DEL01,24.0,2.6,22.31,73.17,22.42,73.28,06-04-2022,22:35,22:50,Sunny,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,Grocery
0x8f8,VADRES18DEL01,,,0.0,0.0,0.07,0.07,10-03-2022,,17:55,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,17,Food
0x997b,MUMRES07DEL01,33.0,4.3,19.09,72.83,19.2,72.94,02-04-2022,17:20,17:30,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,Food
0xcdb6,AURGRES03DEL01,26.0,4.6,19.87,75.35,19.98,75.46,14-02-2022,18:35,18:50,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,Food
0x5a7a,CHENRES17DEL01,32.0,5.0,13.05,80.23,13.16,80.34,04-03-2022,19:20,19:35,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,Food
0x6de3,JAPRES20DEL03,37.0,4.9,26.96,75.78,27.05,75.87,20-03-2022,19:10,19:25,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,Food
0xe27a,KOCRES14DEL02,26.0,4.9,10.03,76.31,10.16,76.44,12-02-2022,23:55,1,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,Grocery
0xab52,COIMBRES09DEL02,31.0,4.8,11.01,76.98,11.14,77.11,27-03-2022,23:10,23:15,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,Food
0x4632,CHENRES08DEL03,37.0,4.6,13.02,80.24,13.11,80.33,10-03-2022,17:45,17:50,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,Food
0x4b8a,MUMRES08DEL01,26.0,4.7,19.07,72.83,19.18,72.94,06-03-2022,21:55,22:10,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,Food
0x1623,INDORES010DEL03,37.0,4.8,22.75,75.9,22.78,75.93,07-03-2022,20:50,20:55,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,Food
0xaa66,RANCHIRES03DEL02,22.0,4.6,0.0,0.0,0.13,0.13,04-04-2022,20:35,20:45,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,Food
0x7ea,SURRES04DEL03,21.0,4.4,21.17,72.8,21.2,72.83,03-04-2022,22:25,22:40,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,15,Grocery
0x4dfa,BANGRES16DEL01,22.0,4.0,13.03,77.57,13.04,77.58,13-03-2022,09:45,09:55,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,Food
0xa667,CHENRES14DEL01,38.0,4.5,13.03,80.17,13.04,80.18,28-03-2022,10:20,10:25,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,Food
0x6e9d,CHENRES03DEL01,28.0,4.0,13.09,80.22,13.13,80.26,15-03-2022,13:30,13:45,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,Food
0x5807,VADRES09DEL02,29.0,4.7,0.0,0.0,0.13,0.13,04-04-2022,20:10,20:15,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,Food
0x9a32,VADRES11DEL01,31.0,4.9,22.31,73.17,22.35,73.21,28-03-2022,12:15,12:30,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,Grocery
0x917d,SURRES12DEL02,24.0,4.8,21.18,72.81,21.2,72.83,01-03-2022,08:45,08:55,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,Food
0x8673,VADRES04DEL01,33.0,4.8,0.0,0.0,0.04,0.04,13-03-2022,15:35,15:50,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,Food
0x4ac4,PUNERES11DEL03,26.0,4.9,18.53,73.9,18.62,73.99,02-04-2022,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,Food
0x1b6a,RANCHIRES18DEL02,,,23.35,85.32,23.43,85.4,04-04-2022,,22:35,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,Food
0x7bd7,COIMBRES14DEL02,20.0,4.7,11.0,76.98,11.05,77.03,15-03-2022,19:10,19:25,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,Food
0x9735,SURRES19DEL02,29.0,4.8,21.15,72.77,21.28,72.9,06-04-2022,22:50,22:55,Windy,Jam,1,Buffet,scooter,0.0,No,Urban,12,Food
0x1a54,BANGRES15DEL01,32.0,4.0,12.98,77.7,13.05,77.77,23-03-2022,18:45,18:50,Windy,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,49,Food
0x819d,VADRES20DEL01,20.0,4.9,22.31,73.16,22.42,73.27,25-03-2022,17:25,17:35,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,Food
0x96f0,CHENRES19DEL01,26.0,5.0,12.99,80.22,13.06,80.29,27-03-2022,0.791666667,19:15,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,24,Food
0x66f1,SURRES09DEL01,38.0,4.8,21.18,72.8,21.29,72.91,25-03-2022,0.833333333,20:10,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,Food
0xc6e9,GOARES17DEL01,34.0,4.6,15.5,73.83,15.54,73.87,17-02-2022,13:50,13:55,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,27,Food
0xb8aa,JAPRES19DEL02,27.0,4.5,26.91,75.75,26.93,75.77,03-04-2022,08:10,08:15,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,Food
0xc668,KOLRES18DEL01,29.0,5.0,22.57,88.43,22.64,88.5,12-02-2022,20:55,21:10,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,Food
0x4c13,SURRES07DEL02,24.0,4.9,21.17,72.79,21.3,72.92,04-04-2022,19:20,19:35,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,Food
0x824a,INDORES12DEL01,21.0,4.9,22.75,75.89,22.76,75.9,05-03-2022,08:30,08:45,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,12,Food
0xcb5b,LUDHRES16DEL01,33.0,4.4,30.9,75.81,30.91,75.82,13-02-2022,09:25,09:40,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,Food
0x4cab,RANCHIRES06DEL03,35.0,4.7,23.36,85.33,23.42,85.39,01-03-2022,21:30,21:40,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,Food
0xafc4,COIMBRES16DEL02,35.0,4.7,11.01,76.95,11.09,77.03,31-03-2022,23:15,23:20,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,Food
0xc003,DEHRES13DEL02,,,-30.37,-78.07,30.5,78.2,18-02-2022,,22:30,,,3,Snack,scooter,1.0,No,Metropolitian,20,Food
0x18c0,MYSRES06DEL03,,,12.32,76.63,12.35,76.66,28-03-2022,,18:10,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,13,Food
0x1655,MUMRES16DEL01,29.0,4.8,19.12,72.91,19.19,72.98,06-04-2022,23:45,23:55,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,Food
0x7573,PUNERES19DEL02,21.0,4.9,18.56,73.92,18.64,74.0,23-03-2022,23:30,23:35,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,Food
0x9201,BANGRES08DEL01,29.0,4.6,12.91,77.6,13.02,77.71,04-04-2022,21:45,21:50,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,Food
0xa940,BANGRES010DEL03,22.0,4.7,12.93,77.61,13.02,77.7,20-03-2022,20:15,20:30,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,Food
0x604,MYSRES20DEL01,,,12.34,76.62,12.38,76.66,07-03-2022,,0.541666667,,,1,Drinks,scooter,0.0,No,Urban,27,Food
0xd6ef,AGRRES01DEL02,24.0,4.4,27.16,78.01,27.24,78.09,18-02-2022,20:45,0.875,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,Food
0xb39b,MYSRES18DEL01,23.0,4.9,12.34,76.62,12.35,76.63,11-03-2022,11:35,11:50,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,22,Food
0x8ce7,CHENRES010DEL01,27.0,4.6,13.07,80.25,13.08,80.26,13-03-2022,11:15,11:20,Windy,Jam,2,Drinks,scooter,,No,Urban,12,Food
0x9873,COIMBRES20DEL02,33.0,4.1,10.99,76.96,11.07,77.04,10-03-2022,18:20,18:25,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,Grocery
0x29ab,HYDRES16DEL01,35.0,4.6,17.44,78.39,17.55,78.5,02-03-2022,18:15,18:30,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,Food
0x8198,COIMBRES14DEL03,21.0,4.7,11.0,76.98,11.03,77.01,24-03-2022,17:15,17:30,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,27,Food
0x7b24,CHENRES11DEL03,39.0,4.4,13.06,80.24,13.15,80.33,23-03-2022,22:15,22:25,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,35,Food
0x92ec,CHENRES010DEL02,34.0,4.8,13.07,80.25,13.12,80.3,26-03-2022,22:45,22:50,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,Grocery
0x1aca,SURRES16DEL01,29.0,4.9,21.16,72.77,21.2,72.81,15-03-2022,12:10,12:25,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,27,Grocery
0xa348,MUMRES07DEL02,20.0,4.7,19.09,72.83,19.11,72.85,19-03-2022,08:45,08:50,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,Food
0xc733,ALHRES11DEL01,20.0,4.8,0.0,0.0,0.07,0.07,12-02-2022,22:35,22:50,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,Food
0x14d0,RANCHIRES01DEL03,30.0,4.7,23.42,85.32,23.48,85.38,24-03-2022,23:45,1,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,15,Grocery
0xd800,DEHRES07DEL02,37.0,4.7,30.36,78.07,30.49,78.2,12-02-2022,21:20,21:30,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,Food
0x17db,INDORES08DEL03,39.0,4.6,22.73,75.9,22.76,75.93,15-03-2022,20:10,20:20,Stormy,Jam,1,Drinks,motorcycle,1.0,No,,25,Grocery
0x6d58,HYDRES01DEL01,26.0,5.0,17.41,78.44,17.52,78.55,04-04-2022,17:25,17:30,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,Food
